Make,Model,VehicleClass,EngineSize,Cylinders,FuelConsumptionCity,CO2Emissions
GMC,SIERRA 4WD FFV,PICKUP TRUCK - STANDARD,4.3,6,20.3,294
GMC,SIERRA 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,15,307
GMC,SIERRA 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,20.7,317
GMC,SIERRA eASSIST 4WD,PICKUP TRUCK - STANDARD,5.3,8,14.4,303
GMC,TERRAIN,SUV - SMALL,2.4,4,11,221
GMC,TERRAIN FFV,SUV - SMALL,2.4,4,11,221
GMC,TERRAIN FFV,SUV - SMALL,2.4,4,15.6,223
GMC,TERRAIN,SUV - SMALL,3.6,6,14.1,285
GMC,TERRAIN AWD,SUV - SMALL,2.4,4,11.5,237
GMC,TERRAIN AWD,SUV - SMALL,3.6,6,15,304
GMC,YUKON,SUV - STANDARD,5.3,8,15.1,305
GMC,YUKON FFV,SUV - STANDARD,5.3,8,15.1,305
GMC,YUKON FFV,SUV - STANDARD,5.3,8,20,284
GMC,YUKON 4WD,SUV - STANDARD,5.3,8,15.2,310
GMC,YUKON 4WD FFV,SUV - STANDARD,5.3,8,15.2,310
GMC,YUKON 4WD FFV,SUV - STANDARD,5.3,8,20.8,299
GMC,YUKON DENALI 4WD,SUV - STANDARD,6.2,8,16,330
GMC,YUKON XL,SUV - STANDARD,5.3,8,15.1,305
GMC,YUKON XL FFV,SUV - STANDARD,5.3,8,15.1,305
GMC,YUKON XL FFV,SUV - STANDARD,5.3,8,20,284
GMC,YUKON XL 4WD,SUV - STANDARD,5.3,8,15.4,312
GMC,YUKON XL 4WD FFV,SUV - STANDARD,5.3,8,15.4,312
GMC,YUKON XL 4WD FFV,SUV - STANDARD,5.3,8,22.1,317
GMC,YUKON XL DENALI 4WD,SUV - STANDARD,6.2,8,16.3,333
HONDA,ACCORD,MID-SIZE,2.4,4,9.2,190
HONDA,ACCORD,MID-SIZE,2.4,4,10.4,210
HONDA,ACCORD COUPE,MID-SIZE,3.5,6,11.4,225
HONDA,ACCORD COUPE,MID-SIZE,3.5,6,12.9,254
HONDA,ACCORD SEDAN,MID-SIZE,2.4,4,8.7,180
HONDA,ACCORD SEDAN,MID-SIZE,3.5,6,11.4,223
HONDA,ACCORD HYBRID,MID-SIZE,2,4,4.9,114
HONDA,CIVIC COUPE,COMPACT,1.5,4,7.5,158
HONDA,CIVIC COUPE,COMPACT,1.5,4,7.7,159
HONDA,CIVIC COUPE,COMPACT,2,4,7.8,163
HONDA,CIVIC COUPE,COMPACT,2,4,8.5,173
HONDA,CIVIC SEDAN,MID-SIZE,1.5,4,7.4,153
HONDA,CIVIC SEDAN,MID-SIZE,2,4,7.8,163
HONDA,CIVIC SEDAN,MID-SIZE,2,4,8.5,172
HONDA,CIVIC HATCHBACK,FULL-SIZE,1.5,4,7.7,162
HONDA,CIVIC HATCHBACK,FULL-SIZE,1.5,4,7.9,170
HONDA,CIVIC HATCHBACK,FULL-SIZE,1.5,4,7.9,170
HONDA,CIVIC HATCHBACK,FULL-SIZE,1.5,4,8,167
HONDA,CIVIC HATCHBACK,FULL-SIZE,1.5,4,8,167
HONDA,CR-V,SUV - SMALL,1.5,4,8.4,181
HONDA,CR-V AWD,SUV - SMALL,1.5,4,8.7,188
HONDA,FIT,STATION WAGON - SMALL,1.5,4,7,154
HONDA,FIT,STATION WAGON - SMALL,1.5,4,7.6,164
HONDA,FIT,STATION WAGON - SMALL,1.5,4,8.1,174
HONDA,HR-V,STATION WAGON - SMALL,1.8,4,8.3,180
HONDA,HR-V,STATION WAGON - SMALL,1.8,4,8.3,180
HONDA,HR-V,STATION WAGON - SMALL,1.8,4,9.4,195
HONDA,HR-V AWD,STATION WAGON - SMALL,1.8,4,8.9,194
HONDA,HR-V AWD,STATION WAGON - SMALL,1.8,4,8.9,194
HONDA,ODYSSEY,MINIVAN,3.5,6,12.3,251
HONDA,PILOT,SUV - SMALL,3.5,6,12.4,254
HONDA,PILOT AWD,SUV - SMALL,3.5,6,13,266
HONDA,PILOT AWD,SUV - SMALL,3.5,6,12.4,256
HONDA,RIDGELINE AWD,PICKUP TRUCK - STANDARD,3.5,6,12.8,264
HYUNDAI,ACCENT,COMPACT,1.6,4,8.9,182
HYUNDAI,ACCENT,COMPACT,1.6,4,8.8,184
HYUNDAI,ELANTRA,MID-SIZE,2,4,8.3,174
HYUNDAI,ELANTRA,MID-SIZE,2,4,9.1,187
HYUNDAI,ELANTRA GT,MID-SIZE,2,4,9.8,206
HYUNDAI,ELANTRA GT,MID-SIZE,2,4,9.8,204
HYUNDAI,IONIQ,FULL-SIZE,1.6,4,4.3,103
HYUNDAI,IONIQ BLUE,FULL-SIZE,1.6,4,4.2,96
HYUNDAI,SANTA FE,SUV - SMALL,3.3,6,12.9,265
HYUNDAI,SANTA FE AWD,SUV - SMALL,3.3,6,13,269
HYUNDAI,SANTA FE SPORT,SUV - SMALL,2.4,4,11.1,235
HYUNDAI,SANTA FE SPORT AWD,SUV - SMALL,2,4,12.5,264
HYUNDAI,SANTA FE SPORT AWD,SUV - SMALL,2.4,4,12,253
HYUNDAI,SANTA FE ULTIMATE AWD,SUV - SMALL,3.3,6,13.9,295
HYUNDAI,SONATA,FULL-SIZE,2,4,10.5,216
HYUNDAI,SONATA,FULL-SIZE,2.4,4,9.4,194
HYUNDAI,SONATA SPORT/LIMITED,FULL-SIZE,2.4,4,10,207
HYUNDAI,SONATA HYBRID,MID-SIZE,2,4,6.3,143
HYUNDAI,SONATA HYBRID SE,MID-SIZE,2,4,6,137
HYUNDAI,TUCSON,SUV - SMALL,1.6,4,9.9,221
HYUNDAI,TUCSON,SUV - SMALL,2,4,10.1,213
HYUNDAI,TUCSON AWD,SUV - SMALL,2,4,11,241
HYUNDAI,VELOSTER,COMPACT,1.6,4,8.3,180
HYUNDAI,VELOSTER,COMPACT,1.6,4,8.9,188
HYUNDAI,VELOSTER TURBO,COMPACT,1.6,4,8.9,193
HYUNDAI,VELOSTER TURBO,COMPACT,1.6,4,9.4,200
INFINITI,Q50 AWD,MID-SIZE,2,4,10.7,226
INFINITI,Q50 AWD,MID-SIZE,3,6,12.6,256
INFINITI,Q50S RED SPORT AWD,MID-SIZE,3,6,12.3,257
INFINITI,Q50 HYBRID AWD,COMPACT,3.5,6,9.1,200
INFINITI,Q60 AWD,SUBCOMPACT,2,4,11.2,233
INFINITI,Q60 AWD,SUBCOMPACT,3,6,12.4,253
INFINITI,Q60S RED SPORT AWD,SUBCOMPACT,3,6,12.5,259
INFINITI,Q70 AWD,MID-SIZE,3.7,6,13.2,274
INFINITI,Q70 AWD,MID-SIZE,5.6,8,14.9,300
INFINITI,Q70 HYBRID,MID-SIZE,3.5,6,8.4,184
INFINITI,QX30,COMPACT,2,4,9.7,200
INFINITI,QX30 AWD,COMPACT,2,4,10.6,221
INFINITI,QX50 AWD,STATION WAGON - SMALL,3.7,6,13.7,280
INFINITI,QX60,SUV - SMALL,3.5,6,11.9,246
INFINITI,QX60 AWD,SUV - SMALL,3.5,6,12.5,257
INFINITI,QX60 HYBRID AWD,SUV - STANDARD,2.5,4,9.5,214
INFINITI,QX70 AWD,SUV - SMALL,3.7,6,14.5,301
INFINITI,QX80 4WD,SUV - STANDARD,5.6,8,17.4,355
JAGUAR,F-PACE 35t,SUV - SMALL,3,6,13.3,277
JAGUAR,F-TYPE CONVERTIBLE,TWO-SEATER,3,6,11.9,242
JAGUAR,F-TYPE CONVERTIBLE,TWO-SEATER,3,6,14.9,296
JAGUAR,F-TYPE COUPE,TWO-SEATER,3,6,11.9,242
JAGUAR,F-TYPE COUPE,TWO-SEATER,3,6,14.9,296
JAGUAR,F-TYPE R CONVERTIBLE AWD,TWO-SEATER,5,8,15.6,311
JAGUAR,F-TYPE R COUPE AWD,TWO-SEATER,5,8,15.6,311
JAGUAR,F-TYPE S CONVERTIBLE,TWO-SEATER,3,6,12.4,253
JAGUAR,F-TYPE S CONVERTIBLE,TWO-SEATER,3,6,15.3,302
JAGUAR,F-TYPE S CONVERTIBLE AWD,TWO-SEATER,3,6,13,265
JAGUAR,F-TYPE S COUPE,TWO-SEATER,3,6,12.4,253
JAGUAR,F-TYPE S COUPE,TWO-SEATER,3,6,15.3,302
JAGUAR,F-TYPE S COUPE AWD,TWO-SEATER,3,6,13,265
JAGUAR,XE 20d AWD,COMPACT,2,4,7.8,186
JAGUAR,XE 35t AWD,COMPACT,3,6,11.8,238
JAGUAR,XF 20d AWD,MID-SIZE,2,4,7.8,186
JAGUAR,XF 35t AWD,MID-SIZE,3,6,12,243
JAGUAR,XJ R-SPORT 3.0 AWD,FULL-SIZE,3,6,14,276
JAGUAR,XJL PORTFOLIO 3.0 AWD,FULL-SIZE,3,6,14,280
JAGUAR,XJR,FULL-SIZE,5,8,15.8,313
JAGUAR,XJR  LWB,FULL-SIZE,5,8,15.8,313
JEEP,CHEROKEE,SUV - SMALL,2.4,4,11,225
JEEP,CHEROKEE,SUV - SMALL,3.2,6,11.4,234
JEEP,CHEROKEE 4X4 ACTIVE DRIVE I,SUV - SMALL,2.4,4,11.3,235
JEEP,CHEROKEE 4X4 ACTIVE DRIVE I,SUV - SMALL,3.2,6,11.6,241
JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,SUV - SMALL,2.4,4,11.4,240
JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,SUV - SMALL,3.2,6,12.8,259
JEEP,CHEROKEE 4X4 ACTIVE DRIVE LOCK,SUV - SMALL,2.4,4,12.1,256
JEEP,CHEROKEE 4X4 ACTIVE DRIVE LOCK,SUV - SMALL,3.2,6,12.9,269
JEEP,COMPASS,SUV - SMALL,2,4,10.8,235
JEEP,COMPASS,SUV - SMALL,2,4,10.3,216
JEEP,COMPASS,SUV - SMALL,2.4,4,11.3,238
JEEP,COMPASS,SUV - SMALL,2.4,4,10.2,219
JEEP,COMPASS 4X4,SUV - SMALL,2.4,4,11.7,249
JEEP,COMPASS 4X4,SUV - SMALL,2.4,4,11.7,259
JEEP,COMPASS 4X4,SUV - SMALL,2.4,4,10.6,230
JEEP,GRAND CHEROKEE 4X4,SUV - STANDARD,3.6,6,12.7,265
JEEP,GRAND CHEROKEE 4X4,SUV - STANDARD,5.7,8,16.6,328
JEEP,GRAND CHEROKEE SRT8,SUV - STANDARD,6.4,8,18.3,368
JEEP,NEW COMPASS,SUV - SMALL,2.4,4,10.6,218
JEEP,NEW COMPASS,SUV - SMALL,2.4,4,10.4,211
JEEP,NEW COMPASS 4X4,SUV - SMALL,2.4,4,10.8,222
JEEP,NEW COMPASS 4X4,SUV - SMALL,2.4,4,10.8,221
JEEP,PATRIOT,SUV - SMALL,2,4,10.8,235
JEEP,PATRIOT,SUV - SMALL,2,4,10.3,216
JEEP,PATRIOT,SUV - SMALL,2.4,4,11.3,238
JEEP,PATRIOT,SUV - SMALL,2.4,4,10.2,219
JEEP,PATRIOT 4X4,SUV - SMALL,2.4,4,11.7,249
JEEP,PATRIOT 4X4,SUV - SMALL,2.4,4,11.7,259
JEEP,PATRIOT 4X4,SUV - SMALL,2.4,4,10.6,230
JEEP,RENEGADE,SUV - SMALL,1.4,4,9.9,209
JEEP,RENEGADE FFV,SUV - SMALL,2.4,4,10.8,222
JEEP,RENEGADE FFV,SUV - SMALL,2.4,4,14.4,206
JEEP,RENEGADE 4X4,SUV - SMALL,1.4,4,9.9,211
JEEP,RENEGADE 4X4,SUV - SMALL,2.4,4,11.2,230
JEEP,WRANGLER 4X4,SUV - SMALL,3.6,6,14.1,299
JEEP,WRANGLER 4X4,SUV - SMALL,3.6,6,14.2,298
JEEP,WRANGLER UNLIMITED 4X4,SUV - SMALL,3.6,6,14.7,313
JEEP,WRANGLER UNLIMITED 4X4,SUV - SMALL,3.6,6,15,312
KIA,CADENZA,FULL-SIZE,3.3,6,11.5,237
KIA,FORTE (MPI),MID-SIZE,2,4,7.9,170
KIA,FORTE (GDI),MID-SIZE,2,4,9.4,198
KIA,FORTE,MID-SIZE,2,4,9.4,195
KIA,FORTE 5,FULL-SIZE,1.6,4,9.4,207
KIA,FORTE 5,FULL-SIZE,2,4,9.7,197
KIA,FORTE 5,FULL-SIZE,2,4,9.8,204
KIA,FORTE KOUP,COMPACT,1.6,4,9.6,204
KIA,FORTE KOUP,COMPACT,1.6,4,10.1,216
KIA,FORTE KOUP,COMPACT,2,4,9.6,203
KIA,FORTE KOUP,COMPACT,2,4,9.9,209
KIA,K900,FULL-SIZE,3.8,6,13.8,279
KIA,K900,FULL-SIZE,5,8,15.6,317
KIA,NIRO,STATION WAGON - SMALL,1.6,4,4.6,114
KIA,NIRO FE,STATION WAGON - SMALL,1.6,4,4.5,110
KIA,NIRO TOURING,STATION WAGON - SMALL,1.6,4,5.1,129
KIA,OPTIMA,FULL-SIZE,2.4,4,9.6,198
KIA,OPTIMA FE,FULL-SIZE,2.4,4,9.3,190
KIA,OPTIMA TURBO,FULL-SIZE,2,4,10.9,224
KIA,OPTIMA HYBRID,MID-SIZE,2,4,6,132
KIA,RIO,COMPACT,1.6,4,8.8,181
KIA,RIO,COMPACT,1.6,4,8.8,181
KIA,RONDO,STATION WAGON - MID-SIZE,2,4,9.9,210
KIA,SEDONA,MINIVAN,3.3,6,13.2,275
KIA,SEDONA SX,MINIVAN,3.3,6,12.9,269
KIA,SEDONA SXL,MINIVAN,3.3,6,14.1,296
KIA,SORENTO,SUV - SMALL,2.4,4,11.2,234
KIA,SORENTO AWD,SUV - SMALL,2,4,12.3,259
KIA,SORENTO AWD,SUV - SMALL,2.4,4,11.5,246
KIA,SORENTO AWD,SUV - SMALL,3.3,6,14,289
KIA,SORENTO AWD FE,SUV - SMALL,3.3,6,13.2,270
KIA,SOUL,STATION WAGON - SMALL,1.6,4,9.4,205
KIA,SOUL,STATION WAGON - SMALL,1.6,4,9.7,208
KIA,SOUL,STATION WAGON - SMALL,2,4,9.5,206
KIA,SOUL TURBO,STATION WAGON - SMALL,1.6,4,9.1,199
KIA,SPORTAGE,SUV - SMALL,2.4,4,10.4,220
KIA,SPORTAGE AWD,SUV - SMALL,2,4,11.9,263
KIA,SPORTAGE AWD,SUV - SMALL,2.4,4,11.3,247
LAMBORGHINI,AVENTADOR COUPE,TWO-SEATER,6.5,12,22.2,428
LAMBORGHINI,AVENTADOR COUPE LP 740,TWO-SEATER,6.5,12,23.9,461
LAMBORGHINI,AVENTADOR ROADSTER,TWO-SEATER,6.5,12,23,438
LAMBORGHINI,AVENTADOR ROADSTER LP 740,TWO-SEATER,6.5,12,23.9,461
LAMBORGHINI,HURACAN,TWO-SEATER,5.2,10,16.4,331
LAMBORGHINI,HURACAN SPYDER,TWO-SEATER,5.2,10,16.9,340
LAND ROVER,DISCOVERY SPORT,SUV - SMALL,2,4,12,252
LAND ROVER,RANGE ROVER EVOQUE,SUV - SMALL,2,4,11.3,231
LAND ROVER,RANGE ROVER EVOQUE CONVERTIBLE,SUV - SMALL,2,4,12,243
LEXUS,CT 200h,COMPACT,1.8,4,5.5,132
LEXUS,ES 300h,MID-SIZE,2.5,4,5.8,139
LEXUS,ES 350,MID-SIZE,3.5,6,11.4,226
LEXUS,GS 350 AWD,MID-SIZE,3.5,6,12.4,257
LEXUS,GS 450h,MID-SIZE,3.5,6,8,176
LEXUS,GS F,COMPACT,5,8,14.9,293
LEXUS,GX 460,SUV - STANDARD,4.6,8,16,341
LEXUS,IS 200t,COMPACT,2,4,10.6,214
LEXUS,IS 300 AWD,COMPACT,3.5,6,12.6,258
LEXUS,IS 350 AWD,COMPACT,3.5,6,12.6,258
LEXUS,LS 460 AWD,MID-SIZE,4.6,8,15.1,303
LEXUS,LS 460 L AWD,MID-SIZE,4.6,8,15.1,303
LEXUS,LX 570,SUV - STANDARD,5.7,8,18.2,372
LEXUS,NX 200t AWD,SUV - SMALL,2,4,10.7,226
LEXUS,NX 200t AWD F SPORT,SUV - SMALL,2,4,10.8,232
LEXUS,NX 300h AWD,SUV - SMALL,2.5,4,7.2,176
LEXUS,RC 300 AWD,SUBCOMPACT,3.5,6,12.6,258
LEXUS,RC 350 AWD,SUBCOMPACT,3.5,6,12.6,258
LEXUS,RC F,SUBCOMPACT,5,8,15.2,289
LEXUS,RX 350 AWD,SUV - SMALL,3.5,6,12.2,252
LEXUS,RX 450h AWD,SUV - STANDARD,3.5,6,7.5,185
LINCOLN,CONTINENTAL AWD,FULL-SIZE,2.7,6,14,281
LINCOLN,CONTINENTAL AWD,FULL-SIZE,3,6,14.4,288
LINCOLN,CONTINENTAL AWD,FULL-SIZE,3.7,6,14.3,287
LINCOLN,MKC AWD,SUV - SMALL,2,4,12.3,256
LINCOLN,MKC AWD (Start/Stop),SUV - SMALL,2,4,12.1,254
LINCOLN,MKC AWD,SUV - SMALL,2.3,4,13.1,268
LINCOLN,MKT AWD,SUV - STANDARD,3.5,6,15.7,321
LINCOLN,MKT LIVERY AWD,SPECIAL PURPOSE VEHICLE,3.7,6,14.7,298
LINCOLN,MKX AWD,SUV - SMALL,2.7,6,14.1,284
LINCOLN,MKX AWD,SUV - SMALL,3.7,6,14.4,293
LINCOLN,MKZ,MID-SIZE,2,4,11.2,230
LINCOLN,MKZ,MID-SIZE,3,6,13.4,264
LINCOLN,MKZ AWD,MID-SIZE,2,4,11.8,239
LINCOLN,MKZ AWD,MID-SIZE,3,6,14,278
LINCOLN,MKZ HYBRID,MID-SIZE,2,4,5.7,139
LINCOLN,NAVIGATOR 4X4,SUV - STANDARD,3.5,6,15.9,333
LINCOLN,NAVIGATOR L 4X4,SUV - STANDARD,3.5,6,16.1,339
MASERATI,GHIBLI,MID-SIZE,3,6,14.1,286
MASERATI,GHIBLI S,MID-SIZE,3,6,14.7,293
MASERATI,GHIBLI SQ4,MID-SIZE,3,6,14.7,295
MASERATI,GRANTURISMO,SUBCOMPACT,4.7,8,18.2,355
MASERATI,GRANTURISMO CONVERTIBLE,SUBCOMPACT,4.7,8,18.2,358
MASERATI,LEVANTE,SUV - STANDARD,3,6,16.8,340
MASERATI,LEVANTE S,SUV - STANDARD,3,6,16.8,346
MASERATI,QUATTROPORTE GTS,FULL-SIZE,3.8,8,16.1,321
MASERATI,QUATTROPORTE S,FULL-SIZE,3,6,14.9,300
MASERATI,QUATTROPORTE SQ4,FULL-SIZE,3,6,15,301
MAZDA,CX-3,COMPACT,2,4,8.2,179
MAZDA,CX-3 4WD,COMPACT,2,4,8.8,192
MAZDA,CX-5,SUV - SMALL,2,4,9.4,199
MAZDA,CX-5,SUV - SMALL,2.5,4,9.8,204
MAZDA,CX-5 4WD,SUV - SMALL,2.5,4,10.2,221
MAZDA,CX-9,SUV - SMALL,2.5,4,10.6,225
MAZDA,CX-9 4WD,SUV - SMALL,2.5,4,11.5,242
MAZDA,MAZDA3 4-DOOR,COMPACT,2,4,8.4,176
MAZDA,MAZDA3 4-DOOR,COMPACT,2,4,8.5,175
MAZDA,MAZDA3 4-DOOR (SIL),COMPACT,2,4,8.5,175
MAZDA,MAZDA3 4-DOOR,COMPACT,2.5,4,8.8,182
MAZDA,MAZDA3 4-DOOR (i-ELOOP),COMPACT,2.5,4,8.5,176
MAZDA,MAZDA3 4-DOOR (SIL),COMPACT,2.5,4,9.3,194
MAZDA,MAZDA3 5-DOOR,MID-SIZE,2,4,8.4,174
MAZDA,MAZDA3 5-DOOR (SIL),MID-SIZE,2,4,8.6,178
MAZDA,MAZDA3 5-DOOR,MID-SIZE,2.5,4,9,183
MAZDA,MAZDA3 5-DOOR (i-ELOOP),MID-SIZE,2.5,4,8.7,181
MAZDA,MAZDA3 5-DOOR (SIL),MID-SIZE,2.5,4,9.6,198
MAZDA,MAZDA5,MINIVAN,2.5,4,10.8,226
MAZDA,MAZDA5,MINIVAN,2.5,4,11.1,230
MAZDA,MAZDA6,MID-SIZE,2.5,4,9.1,187
MAZDA,MAZDA6 (i-ELOOP),MID-SIZE,2.5,4,8.9,186
MAZDA,MAZDA6 (SIL),MID-SIZE,2.5,4,9.8,196
MAZDA,MX-5,TWO-SEATER,2,4,9,187
MAZDA,MX-5 (SIL),TWO-SEATER,2,4,8.9,190
MERCEDES-BENZ,AMG C 63,COMPACT,4,8,13.4,273
MERCEDES-BENZ,AMG C 63 CABRIOLET,SUBCOMPACT,4,8,14,291
MERCEDES-BENZ,AMG C 63 COUPE,SUBCOMPACT,4,8,13.8,285
MERCEDES-BENZ,AMG C 63 S,COMPACT,4,8,13.4,273
MERCEDES-BENZ,AMG C 63 S CABRIOLET,SUBCOMPACT,4,8,14,291
MERCEDES-BENZ,AMG C 63 S COUPE,SUBCOMPACT,4,8,13.8,285
MERCEDES-BENZ,AMG CLA 45,COMPACT,2,4,10.7,221
MERCEDES-BENZ,AMG CLS 63 S 4MATIC,COMPACT,5.5,8,15.1,308
MERCEDES-BENZ,AMG G 63,SUV - STANDARD,5.5,8,20,413
MERCEDES-BENZ,AMG G 65,SUV - STANDARD,6,12,22.2,467
MERCEDES-BENZ,AMG GLA 45 4MATIC,SUV - SMALL,2,4,11.3,233
MERCEDES-BENZ,AMG GLC 43 4MATIC COUPE,SUV - SMALL,3,6,17.4,353
MERCEDES-BENZ,AMG GLE 43 4MATIC,SUV - STANDARD,3,6,13.6,281
MERCEDES-BENZ,AMG GLE 43 4MATIC COUPE,SUV - STANDARD,3,6,13.6,281
MERCEDES-BENZ,AMG GLE 63 S 4MATIC,SUV - STANDARD,5.5,8,17.3,363
MERCEDES-BENZ,AMG GLE 63 S 4MATIC COUPE,SUV - STANDARD,5.5,8,17.2,363
MERCEDES-BENZ,AMG GLS 63,SUV - STANDARD,5.5,8,18.2,369
MERCEDES-BENZ,AMG GT COUPE,TWO-SEATER,4,8,14.5,303
MERCEDES-BENZ,AMG GT S COUPE,TWO-SEATER,4,8,14.5,303
MERCEDES-BENZ,AMG S 63 4MATIC,FULL-SIZE,5.5,8,15.7,313
MERCEDES-BENZ,AMG S 63 CABRIOLET,COMPACT,5.5,8,16.4,322
MERCEDES-BENZ,AMG S 63 COUPE,COMPACT,5.5,8,15.3,305
MERCEDES-BENZ,AMG S 65,FULL-SIZE,6,12,17.6,349
MERCEDES-BENZ,AMG S 65 CABRIOLET,COMPACT,6,12,17.1,348
MERCEDES-BENZ,AMG S 65 COUPE,COMPACT,6,12,18.7,365
MERCEDES-BENZ,AMG SL 63,TWO-SEATER,5.5,8,14.7,298
MERCEDES-BENZ,AMG SL 65,TWO-SEATER,6,12,17.6,340
MERCEDES-BENZ,AMG SLC 43,TWO-SEATER,3,6,11.6,234
MERCEDES-BENZ,B 250,MID-SIZE,2,4,9.7,179
MERCEDES-BENZ,C 300 4MATIC,COMPACT,2,4,10.1,212
MERCEDES-BENZ,C 300 4MATIC CABRIOLET,SUBCOMPACT,2,4,10.8,222
MERCEDES-BENZ,C 300 4MATIC COUPE,SUBCOMPACT,2,4,10.4,218
MERCEDES-BENZ,CLA 250,COMPACT,2,4,9.6,190
MERCEDES-BENZ,CLS 550 4MATIC,COMPACT,4.7,8,13.6,275
MERCEDES-BENZ,E 300 4MATIC,MID-SIZE,2,4,10.8,246
MERCEDES-BENZ,E 400 4MATIC,MID-SIZE,3,6,11.8,245
MERCEDES-BENZ,E 400 4MATIC WAGON,STATION WAGON - MID-SIZE,3,6,12.4,259
MERCEDES-BENZ,E 400 CABRIOLET,SUBCOMPACT,3,6,11.5,233
MERCEDES-BENZ,E 400 COUPE,SUBCOMPACT,3,6,11.8,239
MERCEDES-BENZ,E 550 CABRIOLET,SUBCOMPACT,4.7,8,13.7,275
MERCEDES-BENZ,E 550 COUPE,SUBCOMPACT,4.7,8,13.4,268
MERCEDES-BENZ,G 550,SUV - STANDARD,4,8,19,401
MERCEDES-BENZ,GLA 250 4MATIC,SUV - SMALL,2,4,10.3,212
MERCEDES-BENZ,GLA 250 4MATIC,SUV - SMALL,2,4,13.6,128
MERCEDES-BENZ,GLC 300 4MATIC,SUV - SMALL,2,4,11.1,233
MERCEDES-BENZ,GLE 400 4MATIC,SUV - STANDARD,3,6,13.1,276
MERCEDES-BENZ,GLE 550 4MATIC,SUV - STANDARD,4.7,8,15.3,318
MERCEDES-BENZ,GLS 450 4MATIC,SUV - STANDARD,3,6,14.4,306
MERCEDES-BENZ,GLS 550 4MATIC,SUV - STANDARD,4.7,8,16.7,347
MERCEDES-BENZ,MAYBACH S 600,FULL-SIZE,6,12,18.2,359
MERCEDES-BENZ,METRIS CARGO,SPECIAL PURPOSE VEHICLE,2,4,11.1,240
MERCEDES-BENZ,METRIS PASSENGER,SPECIAL PURPOSE VEHICLE,2,4,11.5,248
MERCEDES-BENZ,S 400 4MATIC SWB,MID-SIZE,3,6,12.6,253
MERCEDES-BENZ,S 550 4MATIC SWB,MID-SIZE,4.7,8,14.3,280
MERCEDES-BENZ,S 550 4MATIC LWB,FULL-SIZE,4.7,8,14.3,280
MERCEDES-BENZ,S 550 4MATIC CABRIOLET,COMPACT,4.7,8,13.9,276
MERCEDES-BENZ,S 550 4MATIC COUPE,COMPACT,4.7,8,14.1,278
MERCEDES-BENZ,S 600,FULL-SIZE,6,12,17.5,350
MERCEDES-BENZ,SL 450,TWO-SEATER,3,6,11.5,237
MERCEDES-BENZ,SL 550,TWO-SEATER,4.7,8,13.6,275
MERCEDES-BENZ,SLC 300,TWO-SEATER,2,4,9.5,200
MINI,COOPER 3 DOOR,SUBCOMPACT,1.5,3,8.8,184
MINI,COOPER 3 DOOR,SUBCOMPACT,1.5,3,8.5,175
MINI,COOPER 5 DOOR,SUBCOMPACT,1.5,3,8.8,184
MINI,COOPER 5 DOOR,SUBCOMPACT,1.5,3,8.5,175
MINI,COOPER CLUBMAN,MID-SIZE,1.5,3,9.5,197
MINI,COOPER CLUBMAN,MID-SIZE,1.5,3,9.6,197
MINI,COOPER CLUBMAN ALL4,MID-SIZE,1.5,3,10.2,213
MINI,COOPER CLUBMAN ALL4,MID-SIZE,1.5,3,10.6,214
MINI,COOPER CONVERTIBLE,MINICOMPACT,1.5,3,8.8,184
MINI,COOPER CONVERTIBLE,MINICOMPACT,1.5,3,8.5,175
MINI,COOPER COUNTRYMAN,MID-SIZE,1.5,3,9.5,197
MINI,COOPER COUNTRYMAN,MID-SIZE,1.5,3,9.6,197
MINI,COOPER COUNTRYMAN ALL4,MID-SIZE,1.5,3,10.3,215
MINI,COOPER COUNTRYMAN ALL4,MID-SIZE,1.5,3,10.6,214
MINI,COOPER S 3 DOOR,SUBCOMPACT,2,4,9.3,196
MINI,COOPER S 3 DOOR,SUBCOMPACT,2,4,10.2,210
MINI,COOPER S 5 DOOR,SUBCOMPACT,2,4,9.3,196
MINI,COOPER S 5 DOOR,SUBCOMPACT,2,4,10.2,210
MINI,COOPER S CLUBMAN,MID-SIZE,2,4,10,205
MINI,COOPER S CLUBMAN,MID-SIZE,2,4,10.8,220
MINI,COOPER S CLUBMAN ALL4,MID-SIZE,2,4,10.2,210
MINI,COOPER S CLUBMAN ALL4,MID-SIZE,2,4,11.4,227
MINI,COOPER S CONVERTIBLE,MINICOMPACT,2,4,9.4,196
MINI,COOPER S CONVERTIBLE,MINICOMPACT,2,4,10.2,210
MINI,COOPER S COUNTRYMAN  ALL4,MID-SIZE,2,4,10.5,213
MINI,COOPER S COUNTRYMAN  ALL4,MID-SIZE,2,4,11.3,227
MINI,JOHN COOPER WORKS 3 DOOR,SUBCOMPACT,2,4,9.3,196
MINI,JOHN COOPER WORKS 3 DOOR,SUBCOMPACT,2,4,10.2,210
MINI,JOHN COOPER WORKS CLUBMAN ALL4,MID-SIZE,2,4,10.2,210
MINI,JOHN COOPER WORKS CLUBMAN ALL4,MID-SIZE,2,4,11.4,227
MINI,JOHN COOPER WORKS CONVERTIBLE,MINICOMPACT,2,4,9.4,196
